fbgn,BamHSbam_input_1,BamHSbam_input_2,BamHSbam_input_3,BamHSbam_input_4,BamHSbam_polysome_1,BamHSbam_polysome_2,BamHSbam_polysome_3,BamHSbam_polysome_4,BamRNAi_input_1,BamRNAi_input_2,BamRNAi_input_3,BamRNAi_polysome_1,BamRNAi_polysome_2,BamRNAi_polysome_3,TKV_input_1,TKV_input_2,TKV_polysome_1,TKV_polysome_2,youngWT_input_1,youngWT_input_2,youngWT_polysome_1,youngWT_polysome_2
FBgn0050380,79,1,33,14,98,0,157,21,40,77,135,108,75,39,32,30,17,31,2,2,0,0
FBgn0050379,14,70,0,5,21,0,0,9,11,9,18,0,12,1,1,12,20,9,0,0,0,0
FBgn0033236,666,418,597,2792,1774,159,2466,2476,923,567,1209,248,1018,2211,738,518,978,264,1724,3250,711,1438
FBgn0085459,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0085460,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0
FBgn0033238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0050378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0033240,319,301,282,312,895,62,435,536,287,295,521,110,506,436,186,142,374,87,157,261,246,226
FBgn0033241,1235,884,890,1971,2405,100,3792,2338,1581,1408,2813,674,2240,2290,1524,699,3163,825,1607,2803,1256,2342
FBgn0026361,459,235,204,552,823,116,362,597,540,352,935,152,785,730,329,233,513,234,235,597,206,469
FBgn0027548,1050,1335,1292,2244,2080,142,2854,2048,1834,917,2288,145,1203,2041,1168,656,658,290,1831,2320,828,1252
FBgn0033243,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
FBgn0033244,925,1105,1187,2142,2136,89,1646,1998,1531,747,2422,268,1947,1695,570,404,634,198,854,1745,269,721
FBgn0027054,660,679,477,1420,1183,438,2475,1642,1631,1320,2435,810,2204,2335,950,575,1917,835,1538,2566,1374,3013
FBgn0033246,677,805,708,1093,1926,176,2399,1541,2305,929,2613,337,1508,2230,1189,859,1158,522,2800,3377,1074,1590
FBgn0033247,220,449,314,585,1014,2,1770,963,1033,956,1712,1439,1785,1621,898,453,2358,920,689,1538,688,2591
FBgn0265299,0,0,0,2,0,0,0,1,0,2,2,0,7,0,0,1,0,0,0,0,0,0
FBgn0033248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0027788,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
FBgn0033249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0013307,1,7,1,13,31,0,79,25,20,14,21,16,37,17,6,21,36,48,16,30,52,76
FBgn0013308,0,0,3,2,0,0,0,0,7,4,4,0,0,0,2,1,0,0,0,5,0,0
FBgn0033250,36,10,30,12,175,0,4,20,5,12,4,0,7,32,2,8,0,0,17,6,11,17
FBgn0263572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0266805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0263970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0025360,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
FBgn0033252,50,26,59,162,0,3,300,113,173,114,166,12,97,190,55,42,32,1,157,267,99,48
FBgn0040778,263,212,344,297,46,69,54,211,200,148,382,13,167,109,109,52,125,51,90,146,23,119
FBgn0020279,3718,4974,4530,7359,7489,1206,10844,8627,7306,3536,14656,729,3704,8624,4317,1691,1808,384,8709,9140,3681,3136
FBgn0021814,372,248,197,461,823,1,591,586,640,773,1065,620,1482,833,504,277,1354,679,364,657,251,1077
FBgn0025469,317,146,141,249,365,5,380,459,470,593,512,788,793,431,351,251,694,337,278,429,364,941
FBgn0028563,286,230,135,1148,677,4,1821,1338,357,351,466,96,521,1682,540,208,517,220,1110,2416,672,1491
FBgn0028562,0,0,0,3,55,0,0,6,13,11,23,21,16,6,11,2,0,0,0,4,2,28
FBgn0028561,0,0,0,3,0,0,0,4,4,6,13,0,5,3,3,4,6,0,0,1,0,0
FBgn0033257,74,87,72,86,47,0,41,82,116,166,91,14,149,69,51,57,102,21,35,61,6,48
FBgn0033258,199,239,199,678,364,1,687,436,277,191,645,75,364,531,220,93,178,76,298,699,102,595
FBgn0033259,549,343,404,941,1069,231,1775,907,998,670,752,116,1011,569,544,298,557,259,482,837,373,578
FBgn0033260,1659,1635,1684,2745,2896,323,2835,1811,2590,1248,4150,396,3031,2640,1310,750,1784,737,1558,2155,541,1407
FBgn0033261,260,234,208,400,423,2,1091,552,503,410,1017,143,861,924,289,180,332,233,281,595,194,679
FBgn0050372,453,708,767,1698,1669,309,1921,1715,1202,574,1355,207,1079,1130,599,407,544,136,732,1645,332,427
FBgn0033264,1286,1119,1223,2920,2557,335,3843,2104,2067,1647,3711,458,2153,3749,1667,792,1933,632,2796,4843,1606,4060
FBgn0033265,379,627,605,747,868,3,1428,420,661,377,1481,53,488,629,303,192,306,116,448,758,158,453
FBgn0033266,466,241,224,669,1065,55,1361,813,610,570,862,136,908,767,332,210,475,107,342,1123,130,602
FBgn0260398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0260390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0005648,2097,2972,2870,3030,2751,1449,5650,1838,2686,2067,6251,448,2271,3585,1296,787,1053,492,2730,4553,959,1972
FBgn0033268,1085,858,1247,1060,3530,734,1434,1776,32,36,247,15,27,172,57,15,206,48,48,112,103,231
FBgn0263593,529,601,757,1161,1338,174,1623,1067,1151,536,1692,157,1024,1286,729,433,691,203,999,1354,360,694
FBgn0010504,356,235,201,337,387,158,638,293,340,199,515,66,398,653,137,89,128,65,344,731,361,414
FBgn0264877,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,1,0,0
FBgn0050374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0050297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0033271,0,0,0,8,69,0,0,2,3,4,10,0,4,0,0,3,0,0,0,1,0,0
FBgn0033272,1181,930,943,1297,2746,138,2396,1969,1429,1389,2143,573,2624,1611,835,540,1878,628,647,1254,491,1371
FBgn0021995,700,847,980,2807,1609,377,1991,2692,1838,1158,3290,486,1654,3109,1202,686,1437,609,3202,4740,1677,3544
FBgn0050373,286,253,163,184,452,109,530,270,445,483,637,764,862,701,271,154,867,452,262,591,367,1569
FBgn0086021,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
FBgn0033273,971,997,526,1373,1363,554,1303,1244,1076,779,2237,170,1215,1683,636,343,639,294,836,1744,383,831
FBgn0011659,216,233,487,446,449,47,528,638,299,318,409,122,348,534,328,172,720,208,526,671,381,643
FBgn0033274,74,72,65,22,52,0,30,74,125,81,174,93,166,173,46,33,79,52,20,45,0,85
FBgn0053087,1004,1313,1497,909,1195,94,1266,1936,1322,421,1647,131,729,1027,350,286,265,60,672,1323,76,176
FBgn0033275,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,1,0,0
FBgn0085246,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,14,0,12
FBgn0010109,0,33,11,9,0,0,0,14,3,1,11,0,15,17,4,6,0,0,10,43,0,11
FBgn0265302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0013726,1560,2162,1556,4035,3944,320,5549,3315,3886,2470,6592,513,3654,4505,2049,1265,1948,925,2671,5540,1192,2673
FBgn0265303,0,0,0,2,0,0,0,1,0,1,1,0,0,18,0,0,0,0,7,10,0,3
FBgn0265638,0,0,0,1,0,0,163,1,0,1,2,0,0,3,0,0,0,0,0,0,0,0
FBgn0265639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0265632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0033277,0,0,0,1,25,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0050369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0033278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0033279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0033280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0050376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
FBgn0050375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0050371,5,0,0,0,0,0,0,0,13,15,1,3,13,22,11,19,23,24,0,53,0,189
FBgn0265307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0262440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0265640,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0265641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0265642,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0265643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261588,39,15,53,11,142,0,29,21,100,54,105,34,80,44,41,32,13,5,3,18,0,27
FBgn0033283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0050364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0050365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0250827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0050363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0050366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0050362,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0033285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0033286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0033287,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0033289,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,4,0,39
FBgn0262988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0028836,552,586,445,1043,1650,321,1909,1420,1349,1410,2812,648,2536,2339,1044,575,1742,900,1039,2010,826,2626
FBgn0002531,0,0,0,0,0,0,0,1,4,0,3,0,3,0,1,0,0,0,0,0,0,0
FBgn0011812,0,0,0,3,0,0,0,1,4,0,11,32,1,9,7,2,0,16,0,1,0,0
FBgn0002533,0,0,1,0,0,0,0,1,1,1,5,0,4,1,0,1,0,0,1,0,0,0
FBgn0002534,0,0,11,2,0,0,0,7,3,4,6,0,10,1,2,8,7,1,0,0,0,0
FBgn0002535,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FBgn0033292,0,0,0,3,0,0,0,1,0,1,0,3,0,19,4,4,0,0,0,24,0,89
FBgn0014469,615,530,499,1440,1099,10,1745,1130,893,756,910,228,1204,1045,553,207,933,330,784,1245,386,1090
FBgn0262316,0,33,13,40,11,0,0,91,3,0,1,0,0,3,0,1,0,0,4,4,0,13
FBgn0015034,41,0,40,79,63,0,20,72,11,14,3,4,11,11,4,4,81,0,3,20,1,19
FBgn0002570,62,0,0,5,211,0,171,10,7,69,29,7,139,104,3,27,0,42,275,150,47,398
FBgn0002569,0,0,0,3,0,0,39,2,9,16,1,12,14,59,6,14,0,67,30,110,0,417
FBgn0002571,0,0,0,16,0,0,8,24,5,3,4,0,0,31,0,70,0,100,4,71,9,188
FBgn0033294,58,0,5,4,16,0,27,13,1,5,4,0,3,50,15,83,14,103,17,71,56,286
FBgn0050359,2591,1273,1536,3297,6932,414,2688,4829,2040,1824,3379,1454,3564,4352,2584,1321,7477,1795,3133,5762,2310,6237
FBgn0050360,0,0,3,17,32,0,45,22,3,36,21,0,30,32,8,2,0,9,54,14,7,27
FBgn0033296,1,0,0,1,0,0,15,2,2,73,12,0,79,11,0,1,0,1,48,1,0,0
FBgn0033297,0,0,0,3,0,0,0,6,2,49,9,0,50,6,0,3,0,4,103,4,0,18
FBgn0050361,0,0,0,6,0,0,19,9,0,0,2,0,0,16,0,0,0,0,23,47,0,3
FBgn0265306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0033301,0,0,0,2,0,0,0,0,2,0,1,0,0,15,0,2,0,3,8,18,0,27
FBgn0266846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0033302,0,36,40,20,0,65,16,27,92,61,95,20,111,45,19,42,82,66,15,45,0,26
FBgn0033303,0,0,2,7,72,0,0,4,6,11,8,0,7,4,6,5,0,0,0,1,0,0
FBgn0033304,396,164,233,135,885,11,580,245,994,1212,984,411,2009,505,327,340,549,445,157,218,189,289
FBgn0259226,0,0,0,10,0,0,0,3,26,9,15,0,5,3,1,4,0,6,0,1,0,0
FBgn0033307,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0
FBgn0262812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0033308,6,8,48,15,79,0,0,18,10,11,6,0,3,49,8,13,14,4,73,81,119,422
FBgn0033309,535,273,396,1103,1246,189,1139,1056,789,842,1044,165,973,1110,668,375,910,150,650,1488,297,1148
FBgn0267792,393,776,683,1277,749,145,719,1259,1116,635,1457,265,1090,1109,565,336,870,153,689,1047,348,707
FBgn0033312,31,24,20,6,104,0,0,7,24,22,15,6,15,2,8,9,0,20,5,5,0,1
FBgn0033313,1681,2865,3203,2791,5743,381,5050,3015,4886,2500,7381,331,2345,4535,1813,1320,2038,305,1723,2066,642,955
FBgn0022027,144,181,212,297,265,142,696,378,508,635,748,145,778,766,310,196,526,297,279,647,263,716
FBgn0033315,95,75,111,288,282,4,571,345,242,268,385,134,347,438,184,123,391,166,227,516,158,575
FBgn0033316,166,414,333,1087,561,120,1418,871,501,371,827,151,701,1005,431,225,754,282,632,1529,329,803
FBgn0033317,1419,865,1424,2878,2487,278,2626,2551,1590,1812,2651,1140,2304,3085,1454,885,1911,1051,2057,4146,1832,4355
FBgn0003892,349,502,643,270,808,160,170,301,735,361,816,42,334,197,170,155,132,73,147,140,26,115
FBgn0265308,145,172,186,55,258,0,180,46,89,260,146,2,90,21,56,80,0,33,30,18,0,28
FBgn0263120,2140,1808,1528,4329,2676,141,5412,2516,3499,1906,4966,201,2102,3452,1498,997,952,426,3067,5627,1128,1655
FBgn0050354,0,0,0,1,29,0,0,3,0,2,2,0,0,4,0,0,0,0,0,1,0,0
FBgn0050355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0011906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0001285,0,0,0,0,0,0,31,0,0,1,3,0,0,64,0,244,0,333,2,108,1,531
FBgn0033320,133,79,87,28,276,1,52,34,185,170,171,86,224,79,70,102,90,127,32,78,25,228
FBgn0033321,58,14,26,9,37,0,68,13,60,60,87,55,106,42,11,21,51,63,9,15,0,34
FBgn0033322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0033323,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
FBgn0033324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0043576,0,0,0,0,0,0,8,0,0,0,0,0,0,14,0,44,0,37,0,28,0,118
FBgn0033326,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0
FBgn0033327,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,0,8,0,83
FBgn0043575,0,24,11,2,0,0,161,2,4,7,5,0,1,105,1,240,0,259,8,210,0,438
FBgn0040777,2636,2602,2463,2852,7096,642,4763,3656,4733,3564,7133,1459,8184,4122,2445,1346,4010,1607,2356,3636,1310,2837
FBgn0050357,6,0,67,73,101,0,78,116,49,12,57,0,28,7,19,13,0,0,29,29,0,16
FBgn0005695,276,436,438,3337,999,142,2152,2563,644,465,1099,277,845,2715,803,343,843,231,1852,4108,979,2987
FBgn0263463,0,0,5,3,0,0,36,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0
FBgn0050356,0,0,0,8,68,0,0,2,2,2,11,0,2,5,4,0,0,5,3,1,0,0
FBgn0086784,1131,806,1127,1282,2083,232,1757,1634,942,821,1443,276,1569,1112,710,415,1135,369,808,1151,294,876
FBgn0027585,348,319,653,242,1227,2,164,292,438,393,405,47,552,101,117,138,88,29,121,119,110,95
FBgn0261267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0265304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0265305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0033330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0024189,0,0,0,2,0,0,0,4,16,6,14,11,8,11,5,9,0,12,4,2,0,0
FBgn0050350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0011286,91,378,346,148,670,3,219,377,659,356,666,154,627,186,112,160,128,138,110,95,56,52
FBgn0033337,174,145,236,345,378,3,96,300,277,149,261,43,174,474,194,100,166,46,305,500,60,273
FBgn0021825,731,798,543,914,1912,73,1801,1300,1592,1419,2836,505,3068,1811,866,538,1686,845,789,1599,269,1386
FBgn0033339,827,1202,1242,1882,2679,381,1216,2240,2239,1578,2931,313,2044,1971,1585,787,1772,498,1961,1591,769,2196
FBgn0266729,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,1,6,0,3,0,0
FBgn0027513,129,186,231,617,510,108,351,585,268,171,417,171,460,566,420,241,470,217,268,570,119,517
FBgn0033340,194,235,232,226,412,21,678,258,557,552,614,673,740,423,245,219,809,326,361,422,228,756
FBgn0033341,318,201,168,299,874,1,591,616,553,784,779,886,1078,1007,451,244,1234,485,582,713,688,1692
FBgn0004921,8376,13416,15963,6686,22120,3721,18306,10320,7263,9924,13798,692,13725,8125,3782,2632,4815,2163,4018,5014,2517,5165
FBgn0284436,4511,3611,4079,9527,11247,887,11249,10088,6776,5368,11076,3460,8509,9925,5546,2725,8753,2511,9260,11462,5314,13620
FBgn0050349,1214,1031,967,2985,2535,80,3186,3313,1658,1198,3222,611,2237,4235,1481,816,1991,766,3458,5358,2235,5467
FBgn0033344,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
FBgn0003074,4908,3751,4265,7862,10567,1345,5348,9048,3559,3314,3748,1642,5090,4009,2353,1236,4157,1159,3330,4822,1754,5295
FBgn0002552,224,251,189,1162,765,184,1738,1516,472,235,607,117,584,864,414,238,669,120,666,1252,471,1077
FBgn0085248,0,0,12,3,0,0,0,3,0,0,5,0,10,5,3,1,0,3,0,16,0,9
FBgn0033347,14,0,61,50,180,76,72,37,31,14,78,0,11,49,9,20,13,0,14,17,0,10
FBgn0033348,171,250,104,165,282,1,477,143,286,190,491,27,310,297,197,105,215,101,181,267,45,131
FBgn0033349,1260,698,611,1738,1548,245,2318,1975,1513,1297,1621,169,1534,2052,1052,544,1587,498,1353,2365,770,1417
FBgn0033350,323,223,118,278,298,7,580,395,553,522,943,506,1088,935,391,231,669,398,394,726,456,1130
FBgn0033351,388,339,302,736,1075,161,1309,952,632,713,797,611,1211,1344,577,367,1594,595,862,1556,846,2475
FBgn0033352,1039,1050,1044,1898,2263,313,2016,1844,2346,1350,4257,439,1858,2209,1174,722,1715,272,1087,1792,604,1076
FBgn0033353,28,0,20,8,36,0,0,8,1,5,16,0,1,16,3,2,33,5,0,12,0,0
FBgn0033354,268,580,610,876,1353,177,789,679,1198,496,2207,106,627,741,466,341,355,89,412,668,141,253
FBgn0033355,58,77,148,30,208,0,96,41,0,0,2,0,0,3,0,0,0,0,0,1,1,0
FBgn0265300,28,25,10,18,61,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0265301,63,17,31,4,0,0,0,5,8,3,9,0,0,6,5,4,0,0,0,2,0,0
FBgn0027607,1050,703,1037,1591,3058,471,1787,1949,1388,1105,1851,348,2048,1680,924,517,1395,442,1225,1793,773,1617
FBgn0053199,23,0,7,3,27,0,0,6,4,4,9,0,0,2,3,4,0,0,2,6,0,4
FBgn0033356,701,773,941,1411,1906,184,1505,1562,284,263,457,114,308,618,206,94,338,75,644,638,417,691
FBgn0033357,1031,822,1157,882,1667,204,2172,1739,1566,2175,3065,2924,3032,3206,1262,773,2907,1767,1151,2865,2577,7085
FBgn0011300,1595,2712,3303,2490,3626,439,3883,1829,1641,723,2878,206,887,2242,700,391,356,78,1800,2920,876,1274
FBgn0033358,0,0,0,0,0,0,0,0,0,9,2,0,8,10,0,2,0,0,0,3,0,0
FBgn0033359,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0265011,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0033362,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
FBgn0033363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0033364,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
FBgn0033365,16,0,0,0,0,0,0,0,7,3,1,0,2,4,2,3,0,0,3,0,0,0
FBgn0033366,0,0,10,14,15,0,0,14,25,21,19,1,28,27,2,10,0,34,4,28,0,17
FBgn0033367,260,178,175,156,1083,3,287,226,417,230,377,309,373,396,194,163,340,236,16,7,0,60
FBgn0033368,0,0,24,8,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0
FBgn0033369,0,0,0,1,18,0,0,5,2,1,7,9,5,6,2,3,23,4,0,0,0,6
FBgn0011746,3325,2794,2708,906,5576,1131,2646,531,4337,2949,6691,424,3361,2006,1293,813,611,431,565,627,319,340
FBgn0267586,0,8,15,17,52,14,11,21,41,33,35,0,13,9,15,16,47,13,0,4,0,0
FBgn0025709,0,60,3,3,0,0,23,6,28,15,18,12,28,28,22,10,17,22,7,20,25,0
FBgn0033371,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0
FBgn0033372,201,48,120,471,552,2,631,389,346,303,663,123,454,374,230,153,382,128,358,478,253,487
FBgn0010220,525,671,522,1149,1370,308,1944,1263,755,613,1633,243,1096,1361,562,281,859,311,983,1590,874,1372
FBgn0033373,286,240,109,311,230,1,536,487,338,391,466,231,545,680,313,184,696,210,404,795,379,997
FBgn0033374,475,474,914,2406,1204,79,4204,1654,1120,575,2306,253,1244,2389,728,363,908,176,1924,3554,881,1433
FBgn0083124,379,551,506,405,319,91,582,154,445,542,632,0,154,1061,420,265,172,92,862,1823,355,1123
FBgn0082981,0,0,1,0,15,0,0,1,7,5,11,0,3,5,1,4,0,6,3,7,0,0
FBgn0086672,0,0,9,12,0,1,239,4,23,34,46,31,31,24,30,13,23,41,24,27,0,1
FBgn0082928,33,0,0,6,15,0,0,3,6,5,21,0,0,10,1,10,0,0,19,13,0,27
FBgn0082943,71,0,13,8,0,0,0,1,7,0,24,0,0,0,2,1,0,0,8,13,0,0
FBgn0082942,0,0,7,17,0,0,0,2,10,11,47,0,0,16,7,4,0,0,6,29,0,17
FBgn0082927,0,0,0,3,0,0,0,3,0,0,6,0,0,7,1,0,0,0,5,7,0,0
FBgn0033375,139,128,187,200,459,33,1189,316,345,376,636,335,551,548,237,157,569,243,301,584,263,617
FBgn0086603,57,107,0,29,10,2,35,8,44,60,84,38,47,86,29,7,61,48,41,129,0,64
FBgn0033376,124,188,143,402,239,1,280,355,518,295,994,82,298,568,267,137,204,148,378,631,238,255
FBgn0015838,1613,2252,2795,2477,4109,656,3508,2314,2068,982,3687,167,1318,2144,816,493,731,88,1702,2028,560,796
FBgn0033377,1120,752,1115,1978,2328,487,3068,1770,1999,1504,2900,513,2497,2059,1101,822,1589,497,1612,2264,575,1635
FBgn0033378,856,595,795,1062,1429,619,2686,1138,1330,1172,2095,369,2556,2009,818,522,1763,1063,1031,2013,1047,2477
FBgn0033379,580,408,612,1765,1011,319,2056,1066,972,599,1975,156,688,1887,611,400,412,287,1671,2869,911,1498
FBgn0033380,291,239,310,952,950,56,746,795,417,302,906,251,828,864,294,237,756,215,535,1059,288,858
FBgn0003612,1361,1699,1800,4877,3340,799,6362,4745,2542,1582,3954,478,3434,3605,1991,1018,2742,793,2571,4222,1668,3053
FBgn0033381,311,312,294,638,813,88,1193,846,746,834,1600,880,1099,1374,533,304,1507,354,747,1345,558,2264
FBgn0027561,629,1072,901,2077,2220,324,2985,2213,1104,706,1453,140,1076,1641,741,333,1025,197,1003,1733,672,801
FBgn0033382,469,563,885,1305,1619,53,968,1525,1190,1180,972,241,1471,772,525,320,497,233,397,798,120,521
FBgn0260972,1799,1432,1700,1135,4859,361,1225,1265,2768,4554,2463,2576,10541,1836,1147,1146,2845,1995,727,1176,406,1288
FBgn0028955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0265313,0,0,0,7,0,88,0,3,6,0,10,0,5,12,3,2,20,0,0,5,0,0
FBgn0086656,1675,1609,1699,2468,4721,492,4205,2121,1919,2064,4215,490,3292,2891,1154,755,1123,1014,1131,2551,888,1993
FBgn0050342,227,251,271,500,535,3,1189,450,584,443,1103,216,692,770,306,247,552,304,484,866,309,697
FBgn0050344,1012,640,536,764,2319,51,1351,826,2376,2568,1898,1105,4499,1148,822,851,1423,1072,416,923,221,981
FBgn0050345,253,157,227,247,1174,181,519,373,1135,803,637,397,1952,231,345,351,976,448,59,145,19,157
FBgn0033387,633,596,538,183,2183,33,426,166,1846,1746,1472,455,2831,562,488,588,532,574,66,163,27,100
FBgn0265310,87,11,26,10,18,0,0,17,28,55,21,0,54,10,6,18,6,15,1,4,0,2
FBgn0033388,0,74,26,26,67,0,0,25,69,57,45,27,54,15,36,36,35,39,14,8,0,4
FBgn0033389,29,39,48,65,0,1,4,88,100,86,176,34,227,80,61,43,49,29,38,105,45,68
FBgn0259728,19,24,121,147,206,3,350,230,117,168,257,133,327,280,84,63,291,118,172,275,183,576
FBgn0015477,1063,938,1063,2363,972,393,1976,2074,2501,820,3072,180,1277,2193,1234,685,743,346,1939,2627,584,962
FBgn0002567,284,236,313,2249,477,7,1454,2219,310,317,467,117,582,1435,541,220,513,258,1253,2355,421,1395
